url,redirect_url
"http://dbpedia.org/resource/Arlington_County,_Virginia","http://dbpedia.org/page/Arlington_County,_Virginia"
http://dbpedia.org/resource/Armenia,http://dbpedia.org/page/Armenia
http://dbpedia.org/resource/Armenians,http://dbpedia.org/page/Armenians
http://dbpedia.org/resource/Army_Research_Laboratory,http://dbpedia.org/page/United_States_Army_Research_Laboratory
http://dbpedia.org/resource/Arnhem,http://dbpedia.org/page/Arnhem
http://dbpedia.org/resource/Arno_Penzias,http://dbpedia.org/page/Arno_Allan_Penzias
http://dbpedia.org/resource/Arnold_Flammersfeld,http://dbpedia.org/page/Arnold_Flammersfeld
http://dbpedia.org/resource/Arnold_Nordsieck,http://dbpedia.org/page/Arnold_Nordsieck
http://dbpedia.org/resource/Arnold_Sommerfeld,http://dbpedia.org/page/Arnold_Sommerfeld
http://dbpedia.org/resource/Arsenij_Sokolov,http://dbpedia.org/page/Arseny_Sokolov
http://dbpedia.org/resource/Arthur_B._McDonald,http://dbpedia.org/page/Arthur_B._McDonald
http://dbpedia.org/resource/Arthur_Compton,http://dbpedia.org/page/Arthur_Compton
